# longitude,latitude
-70.659000,41.517000
-70.658859,41.516870
-70.658718,41.516741
-70.658577,41.516611
-70.658436,41.516481
-70.658295,41.516352
-70.658143,41.516217
-70.657992,41.516082
-70.657840,41.515947
-70.657688,41.515812
-70.657536,41.515677
-70.657385,41.515542
-70.657233,41.515407
-70.657068,41.515271
-70.656902,41.515135
-70.656737,41.515000
-70.656569,41.514864
-70.656413,41.514715
-70.656258,41.514566
-70.656103,41.514417
-70.655948,41.514268
-70.655792,41.514119
-70.655637,41.513970
-70.655482,41.513821
-70.655375,41.513657
-70.655268,41.513493
-70.655153,41.513330
-70.655038,41.513168
-70.654922,41.513005
-70.654807,41.512843
-70.654692,41.512681
-70.654576,41.512518
-70.654491,41.512356
-70.654406,41.512194
-70.654325,41.512031
-70.654244,41.511868
-70.654154,41.511708
-70.654065,41.511548
-70.653975,41.511387
-70.653886,41.511227
-70.653796,41.511067
-70.653707,41.510906
-70.653617,41.510746
-70.653528,41.510586
-70.653438,41.510425
-70.653374,41.510259
-70.653303,41.510095
-70.653232,41.509932
-70.653160,41.509768
-70.653089,41.509604
-70.653018,41.509440
-70.652947,41.509277
-70.652876,41.509113
-70.652805,41.508949
-70.652734,41.508786
-70.652663,41.508622
-70.652592,41.508458
-70.652514,41.508297
-70.652436,41.508136
-70.652358,41.507975
-70.652280,41.507814
-70.652219,41.507654
-70.652159,41.507495
-70.652098,41.507335
-70.652037,41.507176
-70.651976,41.507016
-70.651915,41.506857
-70.651848,41.506699
-70.651782,41.506542
-70.651715,41.506385
-70.651649,41.506227
-70.651582,41.506070
-70.651515,41.505913
-70.651449,41.505755
-70.651382,41.505598
-70.651315,41.505441
-70.651248,41.505284
-70.651176,41.505129
-70.651103,41.504974
-70.651030,41.504819
-70.650957,41.504664
-70.650885,41.504519
-70.650814,41.504373
-70.650741,41.504228
-70.650669,41.504083
-70.650597,41.503938
-70.650524,41.503793
-70.650446,41.503650
-70.650367,41.503507
-70.650288,41.503364
-70.650209,41.503221
-70.650130,41.503078
-70.650050,41.502936
-70.649971,41.502794
-70.649891,41.502651
-70.649811,41.502509
-70.649730,41.502367
-70.649644,41.502227
-70.649558,41.502087
-70.649472,41.501947
-70.649385,41.501807
-70.649299,41.501667
-70.649227,41.501530
-70.649156,41.501393
-70.649084,41.501256
-70.649013,41.501119
-70.648941,41.500982
-70.648864,41.500847
-70.648786,41.500711
-70.648709,41.500576
-70.648632,41.500440
-70.648555,41.500305
-70.648478,41.500169
-70.648402,41.500033
-70.648326,41.499897
-70.648250,41.499761
-70.648174,41.499625
-70.648092,41.499490
-70.648010,41.499355
-70.647929,41.499221
-70.647848,41.499086
-70.647767,41.498951
-70.647686,41.498816
-70.647605,41.498680
-70.647525,41.498545
-70.647445,41.498410
-70.647365,41.498274
-70.647278,41.498140
-70.647192,41.498007
-70.647106,41.497873
-70.647033,41.497738
-70.646959,41.497603
-70.646886,41.497468
-70.646813,41.497333
-70.646740,41.497198
-70.646667,41.497063
-70.646587,41.496929
-70.646508,41.496796
-70.646428,41.496663
-70.646349,41.496530
-70.646270,41.496396
-70.646191,41.496263
-70.646112,41.496129
-70.646033,41.495996
-70.645954,41.495862
-70.645875,41.495729
-70.645789,41.495597
-70.645704,41.495465
-70.645619,41.495334
-70.645533,41.495202
-70.645448,41.495070
-70.645368,41.494940
-70.645288,41.494810
-70.645208,41.494679
-70.645128,41.494549
-70.645048,41.494419
-70.644961,41.494291
-70.644874,41.494162
-70.644786,41.494034
-70.644699,41.493906
-70.644611,41.493778
-70.644523,41.493651
-70.644435,41.493523
-70.644347,41.493395
-70.644259,41.493267
-70.644170,41.493140
-70.644074,41.493015
-70.643978,41.492889
-70.643882,41.492764
-70.643786,41.492639
-70.643689,41.492514
-70.643593,41.492389
-70.643496,41.492264
-70.643399,41.492139
-70.643302,41.492015
-70.643205,41.491890
-70.643100,41.491767
-70.642995,41.491645
-70.642891,41.491523
-70.642786,41.491401
-70.642681,41.491278
-70.642575,41.491156
-70.642470,41.491034
-70.642365,41.490912
-70.642259,41.490790
-70.642154,41.490668
-70.642041,41.490548
-70.641926,41.490432
-70.641812,41.490315
-70.641697,41.490198
-70.641582,41.490082
-70.641468,41.489965
-70.641353,41.489848
-70.641238,41.489732
-70.641123,41.489615
-70.641008,41.489499
-70.640885,41.489385
-70.640762,41.489270
-70.640639,41.489156
-70.640516,41.489042
-70.640393,41.488928
-70.640269,41.488814
-70.640146,41.488700
-70.640023,41.488586
-70.639899,41.488472
-70.639776,41.488358
-70.639652,41.488244
-70.639521,41.488132
-70.639390,41.488021
-70.639258,41.487909
-70.639127,41.487797
-70.638996,41.487686
-70.638864,41.487574
-70.638732,41.487463
-70.638601,41.487351
-70.638469,41.487239
-70.638338,41.487128
-70.638198,41.487019
-70.638059,41.486909
-70.637904,41.486809
-70.637748,41.486709
-70.637593,41.486609
-70.637437,41.486509
-70.637282,41.486409
-70.637127,41.486309
-70.636971,41.486208
-70.636816,41.486108
-70.636653,41.486011
-70.636490,41.485913
-70.636328,41.485816
-70.636164,41.485720
-70.635999,41.485624
-70.635835,41.485529
-70.635671,41.485433
-70.635507,41.485337
-70.635343,41.485241
-70.635179,41.485145
-70.635007,41.485052
-70.634835,41.484959
-70.634663,41.484865
-70.634491,41.484772
-70.634319,41.484679
-70.634147,41.484585
-70.633976,41.484492
-70.633804,41.484398
-70.633632,41.484305
-70.633461,41.484211
-70.633281,41.484120
-70.633102,41.484029
-70.632922,41.483938
-70.632713,41.483867
-70.632503,41.483796
-70.632293,41.483724
-70.632084,41.483653
-70.631875,41.483582
-70.631665,41.483510
-70.631456,41.483439
-70.631240,41.483370
-70.631024,41.483302
-70.630808,41.483233
-70.630592,41.483165
-70.630376,41.483096
-70.630160,41.483027
-70.629944,41.482959
-70.629729,41.482890
-70.629513,41.482821
-70.629297,41.482753
-70.629075,41.482687
-70.628850,41.482611
-70.628624,41.482535
-70.628399,41.482460
-70.628174,41.482384
-70.627948,41.482308
-70.627723,41.482232
-70.627498,41.482157
-70.627273,41.482081
-70.627048,41.482005
-70.626816,41.481931
-70.626584,41.481858
-70.626352,41.481785
-70.626119,41.481711
-70.625848,41.481651
-70.625576,41.481591
-70.625304,41.481531
-70.625033,41.481471
-70.624761,41.481411
-70.624484,41.481353
-70.624206,41.481295
-70.623928,41.481237
-70.623651,41.481179
-70.623374,41.481121
-70.623096,41.481062
-70.622819,41.481004
-70.622542,41.480946
-70.622264,41.480888
-70.621987,41.480829
-70.621717,41.480778
-70.621446,41.480726
-70.621175,41.480674
-70.620905,41.480622
-70.620635,41.480570
-70.620364,41.480518
-70.620094,41.480466
-70.619824,41.480414
-70.619554,41.480362
-70.619284,41.480310
-70.619007,41.480260
-70.618731,41.480211
-70.618455,41.480161
-70.618150,41.480119
-70.617846,41.480077
-70.617541,41.480035
-70.617237,41.479993
-70.616932,41.479951
-70.616628,41.479909
-70.616324,41.479866
-70.616016,41.479826
-70.615708,41.479786
-70.615400,41.479745
-70.615092,41.479704
-70.614785,41.479664
-70.614477,41.479623
-70.614170,41.479582
-70.613863,41.479541
-70.613556,41.479500
-70.613275,41.479458
-70.612993,41.479416
-70.612711,41.479375
-70.612430,41.479333
-70.612148,41.479291
-70.611867,41.479249
-70.611586,41.479207
-70.611305,41.479164
-70.611025,41.479122
-70.610745,41.479080
