# longitude,latitude
-70.659000,41.517000
-70.658901,41.516834
-70.658803,41.516668
-70.658705,41.516502
-70.658607,41.516336
-70.658509,41.516170
-70.658361,41.515990
-70.658214,41.515811
-70.658066,41.515632
-70.657919,41.515453
-70.657693,41.515260
-70.657468,41.515066
-70.657242,41.514873
-70.657017,41.514680
-70.656775,41.514495
-70.656534,41.514311
-70.656287,41.514126
-70.656040,41.513941
-70.655793,41.513756
-70.655546,41.513570
-70.655281,41.513409
-70.655016,41.513248
-70.654751,41.513087
-70.654534,41.512922
-70.654318,41.512758
-70.654091,41.512628
-70.653858,41.512499
-70.653624,41.512370
-70.653390,41.512240
-70.653157,41.512111
-70.652923,41.511982
-70.652689,41.511853
-70.652511,41.511752
-70.652333,41.511651
-70.652155,41.511549
-70.651978,41.511448
-70.651795,41.511349
-70.651612,41.511250
-70.651429,41.511151
-70.651246,41.511052
-70.651062,41.510953
-70.650879,41.510854
-70.650696,41.510755
-70.650558,41.510646
-70.650419,41.510537
-70.650281,41.510428
-70.650138,41.510321
-70.649995,41.510214
-70.649852,41.510107
-70.649709,41.510000
-70.649566,41.509893
-70.649423,41.509786
-70.649279,41.509679
-70.649136,41.509572
-70.648993,41.509465
-70.648850,41.509358
-70.648707,41.509251
-70.648559,41.509146
-70.648421,41.509033
-70.648284,41.508919
-70.648146,41.508806
-70.648008,41.508692
-70.647871,41.508579
-70.647734,41.508465
-70.647596,41.508351
-70.647459,41.508238
-70.647322,41.508124
-70.647180,41.508013
-70.647038,41.507901
-70.646897,41.507790
-70.646755,41.507678
-70.646614,41.507566
-70.646473,41.507455
-70.646332,41.507343
-70.646191,41.507232
-70.646050,41.507120
-70.645903,41.507012
-70.645752,41.506906
-70.645606,41.506794
-70.645460,41.506683
-70.645314,41.506572
-70.645168,41.506460
-70.645022,41.506349
-70.644877,41.506238
-70.644731,41.506126
-70.644585,41.506015
-70.644439,41.505904
-70.644288,41.505794
-70.644137,41.505684
-70.643986,41.505575
-70.643834,41.505465
-70.643683,41.505356
-70.643531,41.505246
-70.643379,41.505136
-70.643226,41.505027
-70.643074,41.504917
-70.642921,41.504808
-70.642763,41.504700
-70.642604,41.504592
-70.642441,41.504485
-70.642283,41.504374
-70.642125,41.504264
-70.641967,41.504153
