# longitude,latitude
-70.659000,41.517000
-70.658872,41.516865
-70.658744,41.516730
-70.658616,41.516596
-70.658488,41.516461
-70.658360,41.516326
-70.658223,41.516187
-70.658085,41.516048
-70.657948,41.515908
-70.657811,41.515769
-70.657674,41.515629
-70.657537,41.515489
-70.657400,41.515350
-70.657263,41.515210
-70.657114,41.515070
-70.656966,41.514930
-70.656815,41.514789
-70.656683,41.514633
-70.656552,41.514476
-70.656421,41.514320
-70.656291,41.514163
-70.656162,41.514006
-70.656032,41.513849
-70.655904,41.513692
-70.655776,41.513534
-70.655703,41.513359
-70.655622,41.513186
-70.655541,41.513012
-70.655461,41.512838
-70.655382,41.512665
-70.655303,41.512490
-70.655225,41.512316
-70.655146,41.512142
-70.655069,41.511967
-70.655024,41.511791
-70.654980,41.511614
-70.654928,41.511440
-70.654876,41.511265
-70.654824,41.511091
-70.654773,41.510916
-70.654722,41.510741
-70.654671,41.510566
-70.654620,41.510392
-70.654569,41.510217
-70.654519,41.510042
-70.654468,41.509867
-70.654433,41.509688
-70.654398,41.509509
-70.654364,41.509330
-70.654329,41.509151
-70.654294,41.508972
-70.654260,41.508793
-70.654225,41.508614
-70.654191,41.508435
-70.654157,41.508255
-70.654122,41.508076
-70.654082,41.507900
-70.654041,41.507723
-70.654000,41.507546
-70.653959,41.507370
-70.653919,41.507193
-70.653878,41.507016
-70.653852,41.506842
-70.653827,41.506668
-70.653801,41.506494
-70.653775,41.506320
-70.653744,41.506148
-70.653712,41.505976
-70.653681,41.505804
-70.653650,41.505632
-70.653618,41.505460
-70.653587,41.505288
-70.653555,41.505116
-70.653523,41.504944
-70.653491,41.504772
-70.653459,41.504600
-70.653427,41.504429
-70.653388,41.504259
-70.653357,41.504098
-70.653326,41.503936
-70.653294,41.503775
-70.653262,41.503614
-70.653230,41.503453
-70.653197,41.503292
-70.653164,41.503132
-70.653131,41.502971
-70.653097,41.502811
-70.653057,41.502653
-70.653017,41.502494
-70.652976,41.502336
-70.652935,41.502179
-70.652894,41.502021
-70.652852,41.501864
-70.652809,41.501706
-70.652766,41.501549
-70.652723,41.501392
-70.652679,41.501236
-70.652629,41.501081
-70.652579,41.500927
-70.652528,41.500773
-70.652477,41.500619
-70.652426,41.500465
-70.652374,41.500311
-70.652336,41.500161
-70.652297,41.500010
-70.652258,41.499860
-70.652219,41.499710
-70.652173,41.499562
-70.652127,41.499415
-70.652080,41.499267
-70.652033,41.499120
-70.651985,41.498973
-70.651937,41.498826
-70.651889,41.498679
-70.651840,41.498532
-70.651791,41.498386
-70.651742,41.498239
-70.651686,41.498095
-70.651630,41.497951
-70.651573,41.497807
-70.651516,41.497663
-70.651459,41.497520
-70.651401,41.497376
-70.651344,41.497233
-70.651286,41.497090
-70.651227,41.496947
-70.651169,41.496804
-70.651104,41.496663
-70.651038,41.496522
-70.650973,41.496382
-70.650907,41.496241
-70.650849,41.496101
-70.650791,41.495961
-70.650733,41.495821
-70.650674,41.495682
-70.650616,41.495542
-70.650557,41.495402
-70.650492,41.495265
-70.650426,41.495127
-70.650360,41.494990
-70.650294,41.494852
-70.650228,41.494715
-70.650162,41.494578
-70.650096,41.494441
-70.650030,41.494304
-70.649963,41.494166
-70.649897,41.494029
-70.649823,41.493894
-70.649750,41.493759
-70.649677,41.493624
-70.649604,41.493489
-70.649530,41.493354
-70.649457,41.493219
-70.649384,41.493084
-70.649310,41.492949
-70.649237,41.492814
-70.649165,41.492680
-70.649093,41.492546
-70.649021,41.492412
-70.648949,41.492278
-70.648877,41.492144
-70.648806,41.492010
-70.648734,41.491876
-70.648663,41.491742
-70.648591,41.491608
-70.648520,41.491473
-70.648442,41.491341
-70.648364,41.491209
-70.648287,41.491077
-70.648209,41.490944
-70.648132,41.490812
-70.648055,41.490679
-70.647978,41.490547
-70.647901,41.490414
-70.647825,41.490281
-70.647749,41.490148
-70.647666,41.490017
-70.647584,41.489886
-70.647502,41.489755
-70.647420,41.489624
-70.647338,41.489493
-70.647257,41.489361
-70.647172,41.489233
-70.647087,41.489104
-70.647003,41.488975
-70.646919,41.488846
-70.646828,41.488719
-70.646738,41.488592
-70.646647,41.488465
-70.646557,41.488337
-70.646468,41.488210
-70.646378,41.488082
-70.646289,41.487955
-70.646200,41.487827
-70.646112,41.487699
-70.646024,41.487571
-70.645928,41.487445
-70.645833,41.487319
-70.645739,41.487193
-70.645644,41.487066
-70.645550,41.486940
-70.645456,41.486814
-70.645362,41.486687
-70.645268,41.486561
-70.645175,41.486434
-70.645082,41.486307
-70.644981,41.486183
-70.644881,41.486058
-70.644781,41.485933
-70.644681,41.485809
-70.644581,41.485684
-70.644481,41.485559
-70.644381,41.485435
-70.644282,41.485310
-70.644182,41.485185
-70.644082,41.485060
-70.643959,41.484947
-70.643835,41.484834
-70.643711,41.484720
-70.643587,41.484607
-70.643464,41.484494
-70.643340,41.484381
-70.643216,41.484267
-70.643092,41.484154
-70.642968,41.484041
-70.642844,41.483928
-70.642720,41.483814
-70.642589,41.483704
-70.642458,41.483594
-70.642327,41.483483
-70.642196,41.483373
-70.642065,41.483263
-70.641934,41.483152
-70.641803,41.483042
-70.641671,41.482932
-70.641540,41.482821
-70.641409,41.482711
-70.641270,41.482603
-70.641131,41.482495
-70.640993,41.482387
-70.640854,41.482279
-70.640715,41.482171
-70.640577,41.482062
-70.640439,41.481954
-70.640301,41.481846
-70.640163,41.481737
-70.640025,41.481629
-70.639880,41.481523
-70.639736,41.481417
-70.639591,41.481311
-70.639447,41.481204
-70.639303,41.481098
-70.639129,41.481007
-70.638955,41.480916
-70.638781,41.480825
-70.638607,41.480734
-70.638434,41.480642
-70.638254,41.480554
-70.638075,41.480465
-70.637897,41.480376
-70.637718,41.480287
-70.637540,41.480198
-70.637362,41.480109
-70.637184,41.480019
-70.637007,41.479930
-70.636829,41.479840
-70.636652,41.479751
-70.636469,41.479664
-70.636286,41.479577
-70.636104,41.479490
-70.635921,41.479403
-70.635739,41.479316
-70.635557,41.479229
-70.635374,41.479141
-70.635192,41.479054
-70.635010,41.478967
-70.634829,41.478880
-70.634641,41.478795
-70.634453,41.478710
-70.634265,41.478626
-70.634077,41.478541
-70.633889,41.478457
-70.633701,41.478372
-70.633476,41.478295
-70.633250,41.478218
-70.633025,41.478141
-70.632800,41.478064
-70.632570,41.477989
-70.632339,41.477914
-70.632097,41.477846
-70.631854,41.477778
-70.631611,41.477710
-70.631367,41.477642
-70.631123,41.477574
-70.630879,41.477507
-70.630634,41.477439
-70.630389,41.477372
-70.630138,41.477307
-70.629886,41.477242
-70.629634,41.477177
-70.629382,41.477113
-70.629129,41.477048
-70.628876,41.476984
-70.628622,41.476920
-70.628368,41.476856
-70.628113,41.476793
-70.627852,41.476731
-70.627591,41.476670
-70.627329,41.476609
-70.627067,41.476548
-70.626778,41.476494
-70.626488,41.476441
-70.626197,41.476388
-70.625907,41.476336
-70.625616,41.476283
-70.625324,41.476230
-70.625029,41.476179
-70.624734,41.476128
-70.624438,41.476078
-70.624142,41.476027
-70.623846,41.475976
-70.623549,41.475926
-70.623253,41.475875
-70.622956,41.475825
-70.622660,41.475775
-70.622363,41.475724
-70.622063,41.475675
-70.621777,41.475625
-70.621491,41.475574
-70.621205,41.475524
-70.620920,41.475473
-70.620634,41.475423
-70.620349,41.475372
-70.620063,41.475322
-70.619778,41.475271
-70.619513,41.475226
